"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Alabama","Baldwin","01","003","2022-01-02",22,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-05",36,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-08",35,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-11",15,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-14",48,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-17",23,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-20",11,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-23",30,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-26",24,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-01-29",18,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-04",13,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-07",41,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-10",45,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-13",23,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-16",39,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-19",26,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-22",32,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-25",14,"Good","PM2.5","01-003-0010",1
"Alabama","Baldwin","01","003","2022-02-28",23,"Good","PM2.5","01-003-0010",1
"Alabama","Clay","01","027","2022-01-02",11,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-05",24,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-08",20,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-14",18,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-17",21,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-20",22,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-23",26,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-26",43,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-01-29",17,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-01",62,"Moderate","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-04",13,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-07",34,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-10",52,"Moderate","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-13",25,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-16",51,"Moderate","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-19",15,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-22",28,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-25",14,"Good","PM2.5","01-027-0001",1
"Alabama","Clay","01","027","2022-02-28",15,"Good","PM2.5","01-027-0001",1
"Alabama","DeKalb","01","049","2022-01-01",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-02",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-03",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-04",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-05",37,"Good","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-01-06",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-07",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-08",32,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-01-09",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-10",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-11",35,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-01-12",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-13",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-14",49,"Good","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-01-15",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-16",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-17",32,"Good","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-01-18",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-19",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-20",27,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-01-21",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-22",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-23",51,"Moderate","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-01-24",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-25",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-26",43,"Good","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-01-27",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-28",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-29",36,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-01-30",39,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-01-31",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-01",63,"Moderate","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-02-02",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-03",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-04",28,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-02-05",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-06",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-07",40,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-02-08",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-09",43,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-10",47,"Good","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-02-11",71,"Moderate","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-12",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-13",34,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2022-02-14",40,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-15",46,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-16",51,"Moderate","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2022-02-17",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-18",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-19",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-20",41,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-21",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-22",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-23",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-24",21,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-25",19,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-26",19,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-27",22,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2022-02-28",42,"Good","Ozone","01-049-9991",1
"Alabama","Etowah","01","055","2022-01-01",25,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-04",20,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-05",44,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-06",31,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-07",19,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-08",30,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-09",31,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-10",8,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-11",15,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-12",41,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-13",38,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-14",32,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-15",57,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-16",18,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-17",26,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-18",28,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-19",31,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-20",18,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-21",26,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-22",29,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-23",35,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-24",39,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-25",45,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-26",37,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-27",52,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-28",55,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-29",19,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-30",42,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-01-31",41,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-02",53,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-03",33,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-04",10,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-05",19,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-06",30,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-07",43,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-08",25,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-09",34,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-10",36,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-11",58,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-12",47,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-13",26,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-14",36,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-15",73,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-16",56,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-17",41,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-18",8,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-19",32,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-20",32,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-21",56,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-22",35,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-23",19,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-24",33,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-25",12,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-26",26,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-27",9,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2022-02-28",17,"Good","PM2.5","01-055-0010",1
"Alabama","Mobile","01","097","2022-01-01",28,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-02",21,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-03",16,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-04",40,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-05",45,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-06",31,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-07",24,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-08",38,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-09",31,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-10",5,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-11",11,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-12",25,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-13",47,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-14",70,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-15",45,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-16",13,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-17",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-18",29,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-19",26,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-20",10,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-21",29,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-22",23,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-23",30,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-24",51,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-25",42,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-26",21,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-27",55,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-28",27,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-29",16,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-30",26,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-01-31",29,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-02",30,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-03",25,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-04",11,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-05",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-06",27,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-07",44,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-08",32,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-09",55,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-10",58,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-11",53,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-12",40,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-13",21,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-14",35,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-15",54,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-16",52,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-17",31,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-18",11,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-19",21,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-20",35,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-21",30,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-22",33,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-23",41,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-24",32,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-25",18,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-26",34,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-27",36,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2022-02-28",25,"Good","PM2.5","01-097-0003",1
"Alabama","Montgomery","01","101","2022-01-01",23,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-02",16,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-03",19,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-04",23,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-05",30,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-06",26,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-07",23,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-08",33,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-09",17,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-10",8,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-11",20,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-12",55,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-13",43,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-14",21,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-15",45,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-16",17,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-17",33,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-18",37,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-19",20,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-20",26,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-21",31,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-22",38,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-23",37,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-24",44,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-25",48,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-26",41,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-27",49,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-28",51,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-29",27,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-30",26,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-01-31",48,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-01",55,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-02",49,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-03",33,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-04",15,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-05",23,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-06",27,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-07",38,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-08",39,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-09",44,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-10",52,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-11",56,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-12",71,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-13",74,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-14",95,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-15",73,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-16",80,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-17",43,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-18",11,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-19",35,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-20",46,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-21",58,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-22",32,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-23",28,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-24",34,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-25",16,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-26",32,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-27",30,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2022-02-28",14,"Good","PM2.5","01-101-1002",1
"Alabama","Morgan","01","103","2022-01-01",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-02",13,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-03",20,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-04",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-05",48,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-06",26,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-07",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-08",25,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-09",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-10",14,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-11",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-12",45,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-13",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-14",51,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-15",54,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-16",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-17",36,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-18",34,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-19",19,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-20",33,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-21",35,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-22",37,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-23",37,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-24",38,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-25",42,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-26",34,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-27",52,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-28",38,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-29",30,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-30",43,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-01-31",44,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-01",54,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-02",54,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-03",26,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-04",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-05",36,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-06",41,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-07",40,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-08",42,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-09",32,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-10",46,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-11",52,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-12",38,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-13",32,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-14",62,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-15",74,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-16",70,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-17",44,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-18",24,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2022-02-19",35,"Good","PM2.5","01-103-0011",1
